"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_010: certification earned - granted, listed, and event published.

Granting a certification to a partner user (POST /v1/sa/partner-users/{userId}/
certifications) must create an active certification (with earnedAt/expiresAt),
surface it in the partner's certification list, AND emit a
``partner.certification.granted`` event — the ""certification earned"" signal
that triggers downstream tier-qualification re-evaluation. The re-evaluation
itself is a downstream consumer/job and is out of scope here.
","0","test_partner_api_partner_account_management_010","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_CERTIFICATIONS_SA_014: list SA certifications invalid filter/pagination - rejected (4xx, never 5xx).

Negative counterpart of _004. Out-of-enum status/certificationType, an
out-of-range ``expiringWithinDays`` (must be 1..365), oversized limit, and page=0
must all be rejected with 4xx + a clear message. All cases run (failures
collected).
","0","test_partner_api_certifications_sa_014","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_certifications","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_029: resolve-conflict invalid input - rejected with a clear error.

Negative counterpart of _009 (resolve conflict). Invalid input must be rejected
(4xx) with a descriptive message: out-of-enum decision, missing decision,
missing reasoning, a non-existent id, a malformed id, and resolving a deal that
is not in a FLAGGED conflict state.
","0","test_partner_api_deal_registration_pipeline_029","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_AUTH_ACCESS_CONTROL_007: valid refresh token - a new access token is issued.

Refreshing with a valid refreshToken returns a new accessToken (without re-login)
that authorizes requests; an invalid refresh token is rejected (401).
","0","test_partner_api_auth_access_control_007","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_auth_access_control","",""
"PARTNER_API_PARTNER_PORTAL_012: get own deal with invalid id - rejected (4xx, never 5xx).

Negative counterpart of _002. A ghost id and a malformed id are rejected with 4xx.
","0","test_partner_api_partner_portal_012","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_portal","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_015: change tier with invalid input - rejected with a clear error.

Negative counterpart of _005 (tier change). The upgrade-tier endpoint must
reject invalid input with 4xx + a descriptive message and emit no event:
out-of-enum tier, missing tier (required), a non-existent id, and a malformed
id. BE validates tier well, so all cases are expected to pass.
","0","test_partner_api_partner_account_management_015","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_AUDIT_LOG_001: SA lists audit log entries - paginated, filterable, well-formed.

Read-only contract on ``GET /sa-partners-api/v1/sa/audit-logs``: returns HTTP
200 with the envelope ``{statusCode, data[], total, message}``, honours
pagination (page size never exceeds the requested limit), each entry carries the
required audit fields with the right types (id/action/category/severity/createdAt
plus actor/resource objects), leaks no sensitive field, and a ``category`` filter
returns only matching entries.
","0","test_partner_api_audit_log_001","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_audit_logs","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_031: get deal by invalid id - rejected (4xx, never 5xx).

Negative counterpart of _020. A ghost id and a malformed id are rejected with 4xx
+ a clear message (self-proving). GET → no idempotency concern.
","0","test_partner_api_deal_registration_pipeline_031","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_022: re-grant same certification - must not duplicate (idempotent or 409).

Idempotency / duplicate counterpart of _010 (certification earned). Granting the
SAME certificationType to the SAME user a second time must NOT create a second
active cert of that type — it should be idempotent (renew the existing record)
or rejected (409).

GAP this test surfaces (verified 2026-06-22): the API returns 201 and creates a
SECOND cert record (the user ends up with two active 'sales_certified' certs).
Step [3/3] asserts a single cert of that type and therefore FAILS until the BE
de-dupes — confirm with BE whether re-grant should renew or reject.
","0","test_partner_api_partner_account_management_022","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_016: extend deal protection (SA manual action) - window pushed out + reasoning recorded.

SA manually extends a registered deal's protection window via
POST /v1/sa/deals/{id}/extend-protection (body ``addedDays`` + ``reasoning``,
both required). The deal's ``protectionExpiresAt`` moves later, HTTP 201 / body
statusCode 200, and the deal stays ``registered``. Persistence is confirmed via
a follow-up GET.

Note: the plan frames this as ""request queued for SA"", but the implemented
endpoint is a DIRECT SA extension (applied immediately) — there is no separate
partner-initiated ""request → queue"" endpoint in the spec. Confirm with BE if a
queued partner-request flow is expected separately.
","0","test_partner_api_deal_registration_pipeline_016","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PIPELINE_MANAGEMENT_011: deals list invalid filter/pagination - graceful, never 5xx.

Negative counterpart of _001/_002. An out-of-enum status and oversized limit must
be handled gracefully (4xx where validated, never 5xx).
","0","test_partner_api_pipeline_management_011","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_pipeline_management","",""
"PARTNER_API_AUDIT_LOG_006: export with invalid format/filter - rejected (4xx, never 5xx).

Negative counterpart of _003. An out-of-enum ``format`` or filter
(severity/category/actorType/retentionClass) and a bad-format date must be
rejected with 4xx (never 5xx) + a clear message. All cases run (failures
collected) so one gap never hides others.
","0","test_partner_api_audit_log_006","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_audit_logs","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_028: approve invalid/illegal-state deal - rejected with a clear error.

Negative counterpart of _008 (approve). Approving a non-existent id, a
malformed id, or a deal that is not in an approvable state (already approved)
must be rejected (4xx) with a descriptive message — never silently succeed.
","0","test_partner_api_deal_registration_pipeline_028","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_AUTH_ACCESS_CONTROL_003: cross-partner access - a partner cannot read another's deal.

Partner A registers a deal; partner B (a separate session) requests A's deal by id
via the partner portal and is refused (4xx) — A's deal is never exposed to B. This
is the rule-5 cross-entity (tenant-isolation) auth case.
","0","test_partner_api_auth_access_control_003","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_auth_access_control","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_002: POST create internal partner - a pending account is created.

CRUD (create) contract check on ``POST /sa-partners-api/v1/sa/partners``:
creating a partner with the required fields (name/email/type) returns HTTP
201, persists the record with a server-assigned id + ``code``, and the new
account starts in ``status = ""pending""`` (awaiting SA activation). The
created partner is registered for cleanup (DELETE) so the test is repeatable
and leaves no residue on staging — pass OR fail.
","0","test_partner_api_partner_account_management_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_PARTNER_PORTAL_013: own certifications with invalid filter - rejected (4xx, never 5xx).

Negative counterpart of _003. Out-of-enum status / certificationType and oversized
limit must be rejected with 4xx (never 5xx). All cases run (failures collected).
","0","test_partner_api_partner_portal_013","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_portal","",""
"PARTNER_API_DEAL_APPROVAL_QUEUE_011: reject invalid/illegal-state deal - rejected (4xx).

Negative counterpart of _001. A ghost id, a malformed id, and re-rejecting an
already-rejected deal must all be rejected with 4xx + a clear message.
","0","test_partner_api_deal_approval_queue_011","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PARTNER_USERS_002: SA invites a partner-portal user - user created with role + hand-off credential.

Contract on ``POST /sa-partners-api/v1/sa/partner-users``: a valid invite
(partnerId + email + firstName + lastName + role) returns HTTP 201, persists the
user with a server-assigned userId, echoes the submitted fields, and the user is
retrievable in the partner's list.

Note (TC↔BE): the plan describes an ""email sent + PENDING user"" model, but the BE
creates an ACTIVE user and returns a ``tempPassword`` for SA hand-off — a
different onboarding model. This test asserts the BE's actual contract; confirm
with BE which model is intended.
","0","test_partner_api_partner_users_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_users","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_005: tier changed event - published so portal/analytics can refresh.

Changing a partner's tier via POST /v1/sa/partners/{id}/upgrade-tier must
update the stored ``tier`` AND emit a ``partner.tier.changed`` event recording
the before/after tiers — the signal downstream consumers (partner portal, SA
analytics) subscribe to in order to refresh. This test asserts the
API-observable evidence: the tier transition + the audit-logged event. The
actual portal/analytics refresh is a downstream Kafka consumer concern and is
out of scope here.
","0","test_partner_api_partner_account_management_005","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_021: register deal invalid/missing fields - rejected with 400.

Negative counterpart of _001 (register). Each invalid or incomplete payload
must be rejected with 4xx + a descriptive message and create no deal. All
cases run (failures collected) so one gap never hides the others.

Known gap this test surfaces: a non-existent ``planId`` is currently accepted
(HTTP 201) — the API does not validate planId against the plan catalog — so
that case fails until the BE adds the check (confirm with BE). Any deal
accidentally created is removed via the parent-partner cleanup.
","0","test_partner_api_deal_registration_pipeline_021","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_002: register reseller deal - billing model 'reseller' is stored.

Registers a deal with ``dealType=""reseller""`` and verifies the reseller billing
model is persisted (stored ``dealType == ""reseller""``) plus the standard
register contract (field echo + lifecycle), mirroring _001.

Verified: a reseller deal stores no dedicated billing-model field beyond
``dealType`` — the deal record shape matches a referral deal, so
``dealType == ""reseller""`` IS the stored billing model.
","0","test_partner_api_deal_registration_pipeline_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_033: extend-protection repeat is ADDITIVE (idempotency probe).

Idempotency counterpart of _016. extend-protection is a parameterized mutating
action (+N days), NOT a resource create — a repeat may legitimately be additive
OR capped. This probes the real behaviour: calling extend twice (+N, then +N)
stacks the window from the then-current expiry (additive by design), it is not a
silent no-op and does not error. If BE ever caps stacking, this test surfaces it.
","0","test_partner_api_deal_registration_pipeline_033","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_030: extend-protection invalid input - rejected with a clear error.

Negative counterpart of _016 (extend-protection). Each invalid input must be
rejected (4xx) with a descriptive message. The BE validates the body BEFORE the
deal lookup, so the field-validation cases are self-proving against a ghost id
(no real deal — hence no sa-plans dependency). Spec constraints: ``addedDays``
is required and must be 1..180; ``reasoning`` is required + non-empty. A
ghost/malformed deal id is rejected too. All cases run (failures collected) so
one gap never hides the others.
","0","test_partner_api_deal_registration_pipeline_030","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_001: GET internal partners list - SA filters are applied.

Read-only contract check on ``GET /sa-partners-api/v1/sa/partners``:
returns 200 with the expected envelope (statusCode/data/total/message) and
honours pagination (returned page size never exceeds the requested limit).
HTTP 200 is asserted inside the client (expected_status); here we validate
the response body contract.
","0","test_partner_api_partner_account_management_001","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_DASHBOARD_DATA_001: partner dashboard stats - KPI schema is returned.

Contract on ``GET /sa-partners-api/v1/partner/portal/dashboard`` (partner JWT):
returns HTTP 200 with the envelope ``{statusCode, data{}, message}`` where ``data``
carries the dashboard KPI sections (``partner`` with tier/status/openDealsCount,
``deals``, ``commissions``), leaking no sensitive field.

Negative: the endpoint takes no params, so there is no invalid-input negative;
the no-token / wrong-token 401 belongs to the Auth & Access Control feature.
Idempotency: GET is read-only → N/A.
","0","test_partner_api_dashboard_data_001","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_dashboard_data","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_021: duplicate partner (same email) - rejected, no second account.

Idempotency / duplicate counterpart of _002 (create). Creating a second partner
with the SAME email is rejected with HTTP 400 (""...already exists""), and no
second account is created. Verified 2026-06-22.
","0","test_partner_api_partner_account_management_021","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_PARTNER_USERS_003: SA resets a partner-portal user's password - fresh credential, repeatable.

Contract on ``POST /sa-partners-api/v1/sa/partner-users/{userId}/reset-password``:
returns HTTP 200 and issues a fresh ``tempPassword`` (different from the invite
one). Reset is a repeatable mutating action — a second reset also succeeds.

Note (TC↔BE): the plan says ""a reset LINK is sent to the user"", but the BE returns
a new ``tempPassword`` for SA hand-off (temp-password model, same as invite).
Confirm with BE which model is intended. Idempotency: reset is NOT a create —
repeating it is a valid operation (each issues a fresh credential), so there is no
duplicate-create idempotency TC.
","0","test_partner_api_partner_users_003","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_users","",""
"PARTNER_API_PIPELINE_MANAGEMENT_002: partner lists deals with a status filter - filter applied.

Filtering the own-deals list by ``status=registered`` returns only registered
deals (and includes the freshly-registered one).
","0","test_partner_api_pipeline_management_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_pipeline_management","",""
"PARTNER_API_AUDIT_LOG_004: SA retrieves a single audit-log entry by id - full detail.

Read-only contract on ``GET /sa-partners-api/v1/sa/audit-logs/{id}``: fetching a
real entry id (taken from the list) returns HTTP 200 with the envelope and the
FULL entry in ``data`` (id matches; action/category/severity/createdAt present;
actor/resource objects), leaking no sensitive field.
","0","test_partner_api_audit_log_004","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_audit_logs","",""
"PARTNER_API_PARTNER_USERS_013: invite the same email twice - must not create a duplicate user.

Idempotency/duplicate counterpart of _002. Inviting the SAME email to the SAME
partner a second time must NOT create a second user — it should be idempotent
(return the existing user) or rejected (409), since email is the login identity.

GAP (verified 2026-06-25): the API returns 201 and creates a SECOND user with the
same email (the partner ends up with two users sharing one login). Step [2/2]
asserts a single user for that email and therefore FAILS until the BE de-dupes —
confirm with BE (reject duplicate email or make invite idempotent).
","0","test_partner_api_partner_users_013","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_users","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_003: register co-sell deal - co-sell metadata is stored.

Registers a deal with ``dealType=""co_sell""`` and verifies the co-sell model is
persisted (stored ``dealType == ""co_sell""``) plus the standard register
contract (field echo + lifecycle), mirroring _001/_002.

Verified: at registration a co_sell deal stores no extra co-sell field beyond
``dealType`` — the record shape matches a referral deal, so ``dealType ==
""co_sell""`` IS the stored co-sell metadata. The co-sell *split* (e.g. 70/30) is
computed downstream and is covered by _011 (Calculate — currently a blocked
job), out of scope here.
","0","test_partner_api_deal_registration_pipeline_003","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_PARTNER_ACCOUNT_MANAGEMENT_003: POST partner approve - activation + approval event are created.

State-transition contract check on ``POST /sa-partners-api/v1/sa/partners/{id}/approve``:
approving a *pending* partner returns HTTP 201, flips ``status`` from
``pending`` → ``active``, and records the approval event metadata
(``approvedAt`` + ``approvedBy``). The transition is confirmed to persist via
a follow-up GET. A pending partner is created first as the precondition and
registered for cleanup (DELETE) so the test is self-contained and repeatable.

Note: the downstream activation-*user* provisioning is emitted as an event to
another service (not returned by this endpoint), so it is out of scope here;
this TC asserts the approval contract observable on sa-partners-api.
","0","test_partner_api_partner_account_management_003","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partners","",""
"PARTNER_API_AUTH_ACCESS_CONTROL_002: non-partner / missing token on the partner API - 401.

The partner API rejects a request with no token and a request bearing a
non-partner (SA admin) token — both with HTTP 401.
","0","test_partner_api_auth_access_control_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_auth_access_control","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_013: resolve conflict (prospect confirmation) - confirmed partner wins.

When two partners register the same prospect, resolving the FLAGGED deal FOR
its partner (decision=resolved_for_partner, citing the prospect's confirmation)
makes that deal the winner (conflictStatus='resolved_for_partner') AND
automatically flips the other (conflicting) deal to 'resolved_against_partner'
— the loser. Both deals keep status 'registered'. The decision/reasoning
immutability is covered by _009; negative resolve inputs by _029.
","0","test_partner_api_deal_registration_pipeline_013","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_032: lose deal invalid/illegal-state - rejected (4xx).

Negative counterpart of _019. Losing a deal that is not approvable-state
(a fresh ``registered`` deal), a ghost id, and a malformed id must all be rejected
with 4xx + a clear message.
","0","test_partner_api_deal_registration_pipeline_032","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_TERRITORIES_003: SA retrieves a single territory by id - full detail.

Contract on ``GET /sa-partners-api/v1/sa/territories/{id}``: returns 200 with the
full territory (id matches; partnerId/label/countries/exclusivityType present).
","0","test_partner_api_territories_003","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
"PARTNER_API_PARTNER_USERS_011: list partner-users invalid pagination/filter - graceful, never 5xx.

Negative counterpart of _001. The server must NEVER 5xx on bad input. Validated
cases are rejected with 4xx; a ghost (valid-but-nonexistent) partnerId returns
200 empty.

Observation (weak validation, confirm with BE): unlike the audit-log list,
``limit=0`` / non-numeric ``page`` / unknown ``sort`` are silently defaulted
(HTTP 200) instead of rejected — logged here, not failed (they don't 5xx).
","0","test_partner_api_partner_users_011","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_partner_users","",""
"PARTNER_API_DEAL_REGISTRATION_PIPELINE_019: SA marks an approved deal as lost - status 'lost'.

Losing requires the deal to be ``approved`` first. POST /v1/sa/deals/{id}/lose
flips ``approved`` → ``lost`` (partner notification is downstream, out of scope).
","0","test_partner_api_deal_registration_pipeline_019","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_deals","",""
"PARTNER_API_AUDIT_LOG_002: SA retrieves audit-log KPI stats - 24h counts + chain integrity.

Read-only contract on ``GET /sa-partners-api/v1/sa/audit-logs/stats``: returns
HTTP 200 with the envelope ``{statusCode, data{}, message}`` where ``data``
carries the 24h KPI counters (totalEvents24h, criticalEvents24h, warnings24h,
uniqueActors24h) as non-negative ints plus ``chainIntegrityPct`` as a 0..100
percentage. Counters are internally consistent (critical/warnings/uniqueActors
never exceed the total). The endpoint takes no params, so there is no
invalid-input negative counterpart.
","0","test_partner_api_audit_log_002","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_audit_logs","",""
"PARTNER_API_TERRITORIES_015: delete territory invalid/already-removed - rejected (4xx).

Negative counterpart of _004. A ghost id, a malformed id, and re-deleting an
already-removed territory must all be rejected with 4xx + a clear message. The
already-removed case documents delete's repeat behavior (mutating action, not a
duplicate-create, so no separate idempotency TC).
","0","test_partner_api_territories_015","tests.blazeup.api.partner","2026-07-16","broken","2026-07-16","","test_sa_territories","",""
